session_id,player_id,game_id,score,duration
24537,7161,4,539,84
24538,8049,4,-22,111
24539,6410,2,952,394
24540,2138,1,227,90
24541,4851,3,40,363
24542,626,3,803,339
24543,3832,4,691,417
24544,5128,3,883,129
24545,9160,1,806,386
24546,6397,4,820,15
24547,6450,1,886,196
24548,5565,2,342,478
24549,4187,3,908,358
24550,839,1,104,141
24551,796,2,926,386
24552,613,2,814,181
24553,3850,4,109,
24554,3147,2,29,330
24555,2965,1,525,189
24556,2654,2,622,348
24557,8365,3,696,240
24558,2887,1,329,154
24559,316,3,368,346
24560,9566,2,-81,237
24561,5749,3,407,192
24562,9285,1,47,55
24563,5804,2,-91,498
24564,1657,3,822,109
24565,4568,2,549,208
24566,404,1,933,390
24567,8685,2,275,69
24568,3384,1,105,110
24569,1404,1,346,87
24570,4601,1,299,210
24571,3349,3,790,215
24572,919,3,-44,492
24573,230,2,691,53
24574,1412,3,445,153
24575,7392,4,841,221
24576,1419,2,605,114
24577,2014,1,284,353
24578,8522,2,670,235
24579,8191,3,344,128
24580,70,2,195,412
24581,1171,3,998,295
24582,7647,4,544,373
24583,4502,4,278,22
24584,7958,1,317,265
24585,1382,2,388,72
24586,6594,2,738,279
24587,885,2,951,174
24588,3022,3,381,472
24589,6431,3,455,353
24590,9847,4,553,94
24591,1787,2,507,436
24592,7633,3,320,171
24593,249,3,522,318
24594,3608,3,548,394
24595,1611,2,104,
24596,2990,4,982,354
24597,6217,3,435,270
24598,5426,1,-62,67
24599,7322,4,116,166
24600,4164,1,367,408
24601,9833,4,780,369
24602,7992,3,304,109
24603,7974,3,706,260
24604,2775,1,150,430
24605,5866,3,182,12
24606,2812,4,80,178
24607,3227,1,318,164
24608,9725,1,-92,77
24609,5519,3,709,72
24610,1036,2,394,239
24611,1563,2,475,32
24612,8565,3,599,85
24613,4085,3,239,402
24614,7300,2,928,50
24615,7662,1,449,230
24616,7714,4,128,428
24617,4774,1,-21,225
24618,7404,1,667,419
24619,7639,2,91,
24620,7876,4,619,146
24621,3939,2,341,46
24622,5402,3,827,404
24623,2894,4,580,
24624,7427,4,52,321
24625,2574,3,66,234
24626,9980,1,934,32
24627,5605,4,486,433
24628,4148,1,847,298
24629,8310,2,165,426
24630,616,3,272,359
24631,7282,4,420,161
24632,5264,3,71,55
24633,4786,4,983,441
24634,5280,4,762,128
24635,2730,4,357,356
24636,4496,2,572,154
24637,6468,1,553,15
24638,7276,1,-81,91
24639,7977,2,269,403
24640,8194,4,768,206
24641,4948,3,778,31
24642,1164,1,355,369
24643,8671,2,679,468
24644,8584,3,420,170
24645,3690,3,628,223
24646,5140,4,455,322
24647,1748,2,-8,18
24648,8582,1,233,107
24649,2743,1,764,364
24650,3017,1,875,255
24651,9842,1,159,269
24652,116,2,785,467
24653,7428,2,438,301
24654,763,4,13,380
24655,348,4,266,372
24656,1705,2,575,406
24657,8219,4,483,232
24658,7978,2,347,451
24659,3199,3,125,347
24660,4738,4,74,111
24661,3819,2,913,92
24662,6911,2,656,110
24663,2077,3,658,305
24664,3589,2,6,248
24665,828,4,436,203
24666,3581,4,995,277
24667,6220,3,296,99
24668,4800,3,948,315
24669,2364,3,599,437
24670,7905,1,190,
24671,8850,1,477,435
24672,8831,2,-20,443
24673,6335,2,-73,108
24674,3903,2,784,470
24675,5514,2,213,229
24676,2133,3,794,484
24677,121,4,67,424
24678,7391,2,220,316
24679,2926,3,851,90
24680,6420,1,827,171
24681,6600,3,908,155
24682,2286,3,83,250
24683,1899,4,1,235
24684,7069,2,155,407
24685,4813,4,888,67
24686,3094,4,70,38
24687,6686,3,-55,105
24688,3908,1,453,66
24689,5302,4,975,204
24690,7726,1,993,111
24691,3051,3,570,
24692,2894,2,34,231
24693,741,1,641,205
24694,7828,4,651,301
24695,8931,1,413,410
24696,8031,2,438,419
24697,5651,4,648,483
24698,4301,3,321,314
24699,815,3,36,355
24700,9390,2,85,462
24701,2613,3,983,37
24702,913,2,662,450
24703,9157,4,839,142
24704,9150,3,512,53
24705,4234,1,780,347
24706,28,3,688,262
24707,5460,4,587,467
24708,2932,4,197,
24709,1007,2,203,131
24710,8896,2,139,38
24711,4753,1,68,161
24712,8609,4,314,445
24713,6360,1,232,415
24714,5783,2,388,24
24715,3847,3,29,27
24716,291,4,567,190
24717,1422,2,1000,250
24718,6147,4,350,394
24719,7241,1,396,250
24720,8017,2,770,367
24721,576,4,914,198
24722,8965,4,13,171
24723,5102,2,-49,262
24724,5614,4,310,13
24725,4576,1,672,75
24726,7343,2,430,427
24727,4893,2,239,
24728,3829,3,701,410
24729,2915,2,282,476
24730,4989,1,-40,483
24731,3560,1,607,
24732,5700,1,901,435
24733,6089,4,197,196
24734,5970,3,296,40
24735,4849,3,284,12
24736,6835,2,791,59
24737,8592,3,586,433
24738,5332,2,792,348
24739,5224,2,462,21
24740,262,4,637,45
24741,4678,3,762,344
24742,9102,1,361,239
24743,856,2,545,348
24744,7269,4,713,272
24745,4794,2,399,404
24746,3205,4,526,137
24747,3887,2,476,244
24748,8598,2,86,323
24749,8456,2,400,459
24750,5324,1,907,237
24751,2844,3,697,54
24752,4265,4,484,276
24753,1093,4,535,407
24754,4967,1,598,301
24755,840,2,444,
24756,5680,1,97,373
24757,2245,4,874,202
24758,6211,1,896,186
24759,5448,2,100,462
24760,4099,3,651,392
24761,6041,2,74,300
24762,4676,2,835,408
24763,2987,1,728,135
24764,5404,1,60,187
24765,7948,2,322,213
24766,4586,2,994,368
24767,8441,1,-9,
24768,2088,3,790,195
24769,1513,4,419,
24770,8467,3,887,127
24771,3659,1,295,484
24772,4736,2,820,187
24773,2380,2,849,34
24774,5745,2,421,450
24775,2047,2,285,298
24776,928,1,375,14
24777,4317,2,-10,497
24778,8425,1,758,496
24779,4459,3,736,209
24780,1911,2,324,263
24781,9724,1,812,310
24782,4329,1,299,157
24783,9539,3,290,406
24784,9573,4,783,347
24785,3864,4,50,273
24786,5062,4,170,281
24787,3207,4,343,414
24788,7883,4,899,486
24789,8115,4,174,419
24790,9040,2,216,
24791,9401,2,229,355
24792,2110,1,241,25
24793,590,2,964,441
24794,2439,4,474,106
24795,6255,1,445,18
24796,8441,2,175,230
24797,736,1,861,330
24798,4317,1,603,486
24799,3867,4,162,272
24800,3799,4,78,90
24801,3423,3,719,482
24802,2896,4,434,497
24803,1999,4,402,172
24804,3769,3,957,453
24805,175,1,983,324
24806,5511,2,587,389
24807,313,3,317,282
24808,7946,2,350,237
24809,259,4,902,283
24810,2216,2,346,190
24811,1872,1,644,51
24812,6825,3,121,197
24813,8363,2,109,137
24814,9022,4,282,460
24815,9040,3,797,380
24816,9661,4,497,243
24817,5601,1,171,159
24818,8922,3,473,219
24819,2695,2,932,117
24820,5033,3,745,385
24821,9675,1,221,
24822,3142,2,6,126
24823,3339,2,807,228
24824,9780,1,407,454
24825,9575,4,280,318
24826,780,1,191,204
24827,1814,2,337,
24828,9404,1,231,453
24829,8375,2,450,253
24830,3079,1,346,457
24831,1578,4,510,81
24832,1988,2,300,254
24833,6084,4,41,134
24834,324,2,424,240
24835,5403,2,760,485
24836,6208,4,781,388
24837,5714,1,-91,68
24838,2218,2,30,323
24839,2056,4,134,173
24840,1493,1,920,79
24841,5640,1,731,156
24842,8115,2,733,370
24843,5299,1,591,79
24844,7428,1,406,190
24845,1340,1,-7,155
24846,6870,3,947,451
24847,3540,2,572,157
24848,9221,4,945,279
24849,4870,1,141,118
24850,3033,3,979,332
24851,7048,1,243,23
24852,8328,2,854,404
24853,3390,2,287,439
24854,9172,4,664,340
24855,8586,2,649,24
24856,9033,2,297,199
24857,6792,4,189,178
24858,8991,1,893,377
24859,2386,4,584,213
24860,6568,1,4,287
24861,6969,1,739,160
24862,6220,4,690,34
24863,7703,4,721,
24864,5342,1,852,488
24865,3806,4,239,135
24866,8142,1,422,444
24867,3968,3,512,49
24868,3579,4,549,212
24869,9625,1,145,378
24870,1159,4,963,
24871,7186,3,95,175
24872,9000,1,394,28
24873,6391,1,983,326
24874,311,1,219,23
24875,5249,2,812,361
24876,1036,1,213,45
24877,9695,4,297,
24878,2844,3,698,372
24879,8771,1,606,268
24880,767,1,697,269
24881,1156,3,285,68
24882,2789,3,828,180
24883,8393,4,944,299
24884,1429,2,700,229
24885,9749,4,419,14
24886,35,1,434,
24887,7598,3,239,463
24888,5668,1,407,43
24889,7187,2,523,183
24890,8608,2,140,
24891,2567,2,796,204
24892,335,3,671,298
24893,7665,2,-61,139
24894,781,3,13,90
24895,1349,3,53,253
24896,7692,1,227,142
24897,5195,1,-23,218
24898,2678,3,185,280
24899,8996,2,82,392
24900,195,1,975,411
24901,3931,3,-56,225
24902,2078,1,231,442
24903,7049,1,650,215
24904,5771,4,666,41
24905,2795,4,45,342
24906,787,3,31,227
24907,8328,4,148,112
24908,3689,3,47,14
24909,1811,1,933,268
24910,1486,3,616,211
24911,4843,3,78,136
24912,8017,1,689,
24913,9951,1,828,376
24914,5675,3,5,292
24915,9108,2,290,354
24916,2193,4,519,296
24917,7541,4,666,129
24918,2737,3,434,422
24919,5987,4,119,377
24920,4630,4,675,324
24921,7651,2,950,387
24922,9258,2,708,74
24923,3338,1,98,433
24924,9145,3,31,110
24925,4539,2,530,438
24926,722,4,20,282
24927,9143,3,-44,152
24928,2422,1,218,473
24929,6737,4,440,332
24930,8971,4,449,148
24931,1336,2,840,353
24932,8603,1,183,75
24933,426,2,24,
24934,2029,3,829,465
24935,5084,3,419,341
24936,9012,3,292,398
24937,3894,3,174,160
24938,5414,1,544,159
24939,2384,4,683,
24940,4818,1,460,425
24941,4754,1,563,433
24942,7804,4,525,31
24943,6903,3,902,44
24944,2404,2,960,168
24945,1424,4,451,271
24946,7987,3,290,338
24947,4265,4,226,211
24948,5477,1,711,365
24949,4657,1,-12,486
24950,5100,1,224,155
24951,7060,2,308,253
24952,2633,2,688,294
24953,2351,1,404,317
24954,7731,3,121,75
24955,4211,2,-8,399
24956,1734,4,183,363
24957,4078,3,604,67
24958,9294,2,645,372
24959,4633,3,-71,75
24960,6037,4,416,
24961,2832,1,433,457
24962,4886,1,277,251
24963,3572,3,461,231
24964,254,1,542,92
24965,6185,1,33,295
24966,7362,4,54,102
24967,1078,3,1000,154
24968,8702,3,23,70
24969,4606,4,520,311
24970,8299,3,13,355
24971,1863,3,152,374
24972,7947,4,297,28
24973,9685,4,916,235
24974,9253,3,979,64
24975,3332,3,689,449
24976,8611,2,774,23
24977,6825,2,677,177
24978,7937,4,11,99
24979,1652,3,185,269
24980,4141,2,646,197
24981,8750,3,581,365
24982,1137,3,368,
24983,5542,2,958,
24984,1559,4,461,
24985,2387,3,42,272
24986,1537,1,469,188
24987,7258,3,113,206
24988,8328,1,468,299
24989,4192,3,678,
24990,2592,4,242,381
24991,8077,4,-23,375
24992,9790,2,110,493
24993,9851,1,546,470
24994,7289,4,974,301
24995,9952,4,332,27
24996,2573,1,523,25
24997,3736,4,259,484
24998,5255,1,778,
24999,9545,3,597,367
25000,6268,3,843,353
25001,9756,3,690,105
25002,8966,2,196,80
25003,9815,3,251,225
25004,7624,4,183,381
25005,5257,1,4,311
25006,8328,1,567,263
25007,1608,4,938,452
25008,2034,4,964,114
25009,43,4,277,429
25010,9807,3,247,160
25011,6000,3,731,292
25012,1429,2,881,380
25013,3538,3,264,124
25014,4881,1,90,471
25015,3025,2,587,372
25016,9326,3,690,399
25017,6121,3,695,376
25018,3288,4,722,100
25019,1992,3,402,412
25020,9655,1,744,383
25021,2929,2,415,448
25022,1382,3,162,343
25023,6578,2,383,157
25024,1190,2,7,381
25025,54,2,129,383
25026,7851,3,189,381
25027,8395,2,55,387
25028,5243,2,673,474
25029,7493,3,363,408
25030,1301,4,673,423
25031,5960,4,635,264
25032,3882,1,98,369
25033,7078,3,414,400
25034,9740,4,988,440
25035,4700,3,97,110
25036,9496,4,628,364
25037,8462,1,419,324
25038,8783,2,806,
25039,5487,1,979,163
25040,883,3,15,345
25041,8020,1,895,362
25042,5361,1,898,73
25043,4066,3,213,
25044,7841,3,974,264
25045,1806,3,51,283
25046,1188,1,459,460
25047,7806,2,806,353
25048,184,3,578,96
25049,890,4,920,
25050,4351,1,584,68
25051,5460,3,463,373
25052,3404,3,777,66
25053,696,4,575,22
25054,5279,4,959,487
25055,1344,3,765,118
25056,7739,1,604,365
25057,6444,4,111,280
25058,5592,2,-89,185
25059,7363,2,525,75
25060,7800,4,364,416
25061,6355,4,1,112
25062,8596,3,773,15
25063,3612,1,11,40
25064,9492,2,143,482
25065,5127,1,145,478
25066,2903,3,148,340
25067,267,2,949,455
25068,6133,3,402,193
25069,5922,3,746,209
25070,3235,1,543,318
25071,8834,2,803,376
25072,2747,4,638,295
25073,403,2,864,81
25074,6629,1,391,137
25075,4911,2,306,235
25076,5133,3,966,87
25077,3693,4,761,186
25078,8893,1,394,86
25079,9711,4,-80,147
25080,2588,1,909,332
25081,3525,4,129,207
25082,5572,1,371,
25083,2243,2,18,332
25084,7664,2,259,21
25085,6275,3,27,
25086,1484,1,571,233
25087,9853,2,745,247
25088,8649,1,86,363
25089,9899,2,340,444
25090,721,4,895,
25091,5319,3,446,271
25092,8985,2,981,493
25093,598,1,113,72
25094,4194,2,119,145
25095,9382,4,28,310
25096,7000,1,388,322
25097,1727,4,67,279
25098,1888,4,126,281
25099,7187,4,678,184
25100,8338,2,588,428
25101,9938,3,837,239
25102,7352,4,773,212
25103,5466,3,525,364
25104,5948,2,446,133
25105,3489,4,884,109
25106,697,2,677,185
25107,9619,3,692,106
25108,9177,2,-68,100
25109,6862,3,577,126
25110,5497,2,179,32
25111,376,4,313,343
25112,5117,4,969,167
25113,5879,4,595,417
25114,2290,4,-17,466
25115,2952,1,183,150
25116,7122,1,987,37
25117,2831,3,-84,304
25118,9119,2,15,134
25119,2936,2,473,139
25120,3545,3,569,368
25121,1976,3,433,138
25122,7682,1,997,117
25123,3901,2,985,42
25124,2401,1,690,118
25125,3013,1,600,220
25126,5089,2,587,485
25127,5520,1,355,108
25128,2433,1,235,417
25129,3409,3,167,197
25130,536,1,493,238
25131,7878,4,-43,425
25132,835,2,926,182
25133,1511,3,506,33
25134,2293,4,566,244
25135,8805,4,352,145
25136,7329,4,285,109
25137,9499,4,490,340
25138,2105,2,438,412
25139,3858,4,904,325
25140,8602,4,604,335
25141,5652,1,370,457
25142,8348,2,641,13
25143,3479,4,707,36
25144,9313,2,158,179
25145,3007,1,70,118
25146,8168,4,997,121
25147,4519,2,648,378
25148,8849,4,413,145
25149,3110,2,358,310
25150,5567,4,254,304
25151,8360,2,924,51
25152,9146,2,24,470
25153,73,2,757,302
25154,5226,3,330,221
25155,4731,3,524,256
25156,6864,1,410,247
25157,7688,3,591,239
25158,4727,3,433,
25159,9895,4,411,288
25160,8272,2,474,135
25161,8390,3,605,443
25162,3458,2,231,280
25163,388,2,445,113
25164,8531,1,517,424
25165,5173,3,-47,343
25166,7551,4,960,39
25167,1953,4,762,460
25168,2178,3,30,132
25169,2980,1,918,145
25170,8875,3,193,
25171,4645,3,531,435
25172,9238,4,662,298
25173,5729,1,165,76
25174,9023,3,845,134
25175,1174,3,517,423
25176,6680,3,682,149
25177,3619,3,939,288
25178,7616,2,501,186
25179,7072,4,588,347
25180,4310,3,714,323
25181,5849,2,895,21
25182,3707,1,838,417
25183,3901,3,937,193
25184,1024,1,684,452
25185,8701,3,599,274
25186,4007,1,875,496
25187,9093,3,627,48
25188,1611,4,928,183
25189,5761,1,528,28
25190,9815,4,179,53
25191,2588,4,606,306
25192,2623,4,305,71
25193,9951,1,961,231
25194,6387,1,-54,324
25195,7888,2,488,139
25196,8662,3,924,218
25197,3989,1,358,176
25198,1505,2,637,302
25199,1472,4,-95,
25200,2892,1,328,126
25201,5416,1,780,266
25202,8640,2,18,122
25203,9857,2,384,439
25204,7211,2,358,111
25205,2689,1,633,162
25206,3770,1,13,266
25207,7697,2,707,217
25208,8357,2,180,473
25209,3818,3,196,180
25210,7289,4,225,254
25211,486,1,648,426
25212,6131,3,467,170
25213,5833,1,128,361
25214,583,4,425,482
25215,6018,4,874,147
25216,4244,4,782,461
25217,7190,2,144,40
25218,1986,4,740,426
25219,8290,2,58,498
25220,7068,3,493,322
25221,9421,3,629,36
25222,1124,4,412,233
25223,8998,2,786,127
25224,6158,4,777,152
25225,4196,2,186,268
25226,1742,3,947,392
25227,2607,4,79,87
25228,9262,4,443,372
25229,8713,4,612,184
25230,7112,1,205,183
25231,3713,1,936,482
25232,8157,2,803,327
25233,8510,3,600,119
25234,4633,3,855,365
25235,8535,1,870,487
25236,6842,4,259,498
25237,116,2,477,77
25238,4938,4,997,173
25239,2074,1,837,302
25240,7746,3,613,326
25241,5734,2,-3,207
25242,2829,1,480,279
25243,4159,1,518,112
25244,8527,3,416,420
25245,8351,2,761,
25246,4843,2,664,249
25247,1322,2,688,29
25248,6481,4,106,446
25249,9972,2,925,385
25250,9797,3,841,95
25251,1739,2,557,
25252,7880,3,957,394
25253,9619,3,389,
25254,5793,1,574,267
25255,4703,4,932,165
25256,6833,3,771,31
25257,1350,1,560,400
25258,6794,4,-72,143
25259,1710,4,890,69
25260,9415,3,772,80
25261,8830,2,705,430
25262,2026,3,615,201
25263,2108,2,850,161
25264,9680,2,73,152
25265,4960,3,199,446
25266,7072,4,173,446
25267,3310,1,28,461
25268,5014,1,427,53
25269,5549,1,181,484
25270,7990,2,785,350
25271,1394,4,475,440
25272,1762,1,919,342
25273,6698,3,993,493
25274,6999,4,960,258
25275,7175,4,144,318
25276,8753,1,624,327
25277,5577,3,545,258
25278,6183,4,740,369
25279,7307,4,389,241
25280,9405,2,358,96
25281,6958,1,489,391
25282,4241,1,920,471
25283,8452,4,196,464
25284,227,4,586,361
25285,185,2,968,484
25286,444,4,-55,125
25287,13,2,480,185
25288,3385,1,438,396
25289,3063,3,531,144
25290,6103,2,134,170
25291,4393,1,616,296
25292,5076,1,6,412
25293,6463,3,812,205
25294,4347,1,926,177
25295,9892,2,119,420
25296,6647,4,276,332
25297,8574,2,906,219
25298,1972,2,246,103
25299,6677,4,91,281
25300,8666,3,7,361
25301,1214,2,-70,
25302,1141,1,243,62
25303,948,2,578,145
25304,5456,2,469,138
25305,4004,3,893,277
25306,4834,4,461,157
25307,3215,1,297,496
25308,9062,1,686,271
25309,6868,2,410,442
25310,8599,2,20,477
25311,6786,1,454,441
25312,9367,4,-62,491
25313,4882,3,25,74
25314,5119,3,861,97
25315,1284,4,113,146
25316,4947,3,861,73
25317,2986,2,159,133
25318,5671,3,90,439
25319,3011,1,130,201
25320,7381,1,63,147
25321,3744,1,853,39
25322,5496,3,687,230
25323,9189,4,849,
25324,4744,4,762,44
25325,9610,1,385,64
25326,1898,1,884,148
25327,4340,2,566,363
25328,5054,2,363,
25329,2108,2,497,
25330,2628,1,29,266
25331,462,3,807,382
25332,4498,2,839,
25333,8019,1,798,58
25334,8240,2,396,
25335,1347,4,59,125
25336,8191,3,767,386
25337,2031,4,-86,383
25338,2480,2,718,59
25339,4573,3,391,416
25340,5383,1,335,337
25341,8950,2,468,57
25342,9034,3,266,135
25343,5181,2,-25,286
25344,8261,4,804,301
25345,9516,1,136,162
25346,7402,4,920,465
25347,607,4,99,366
25348,493,1,-3,
25349,1649,4,666,330
25350,7705,1,476,291
25351,244,1,249,382
25352,8389,2,805,48
25353,3482,2,699,137
25354,2280,1,620,368
25355,2589,4,960,359
25356,9070,4,564,353
25357,8297,2,285,263
25358,8104,3,545,497
25359,2203,4,845,138
25360,3341,2,36,486
25361,7561,1,860,297
25362,5240,1,39,
25363,9932,2,539,249
25364,6625,2,172,155
25365,7660,1,620,315
25366,9651,2,771,305
25367,3170,4,231,199
25368,3179,4,120,453
25369,9863,3,70,489
25370,1910,2,182,160
25371,8920,3,131,59
25372,4127,1,170,339
25373,6475,4,602,480
25374,7662,3,302,356
25375,1344,2,476,332
25376,1592,1,135,286
25377,5739,4,562,224
25378,5579,3,146,102
25379,8185,2,723,361
25380,8704,1,470,152
25381,6137,2,208,484
25382,7064,2,451,336
25383,353,4,228,232
25384,6242,2,80,128
25385,8514,3,644,149
25386,295,4,920,410
25387,2598,4,134,261
25388,9337,4,332,211
25389,2617,1,575,344
25390,4482,1,815,41
25391,6039,3,566,328
25392,8070,2,-67,129
25393,9399,2,799,95
25394,182,2,817,33
25395,2592,2,842,325
25396,8706,3,546,65
25397,2834,4,560,173
25398,1644,1,174,196
25399,9147,1,644,100
25400,9906,3,791,308
25401,2364,1,783,343
25402,8489,3,460,161
25403,8999,2,749,81
25404,327,3,894,239
25405,515,1,164,413
25406,8761,2,77,453
25407,5482,3,47,415
25408,6638,3,134,135
25409,5797,4,321,370
25410,6422,1,748,385
25411,7271,1,356,87
25412,179,3,652,84
25413,6876,3,80,276
25414,605,2,347,101
25415,4803,3,581,50
25416,5064,3,234,155
25417,2970,4,-82,354
25418,3400,3,716,164
25419,1657,3,480,226
25420,4086,1,971,133
25421,7822,3,81,59
25422,8342,2,570,138
25423,9958,4,205,109
25424,7159,1,759,204
25425,9203,1,850,319
25426,1379,4,328,290
25427,4663,1,85,322
25428,9653,2,905,339
25429,6182,1,256,443
25430,7423,2,279,105
25431,5665,4,438,185
25432,6014,2,323,46
25433,6559,3,643,247
25434,9691,4,731,331
25435,793,3,667,456
25436,5078,3,549,77
25437,5098,4,100,102
25438,462,3,98,192
25439,1768,2,120,173
25440,9802,1,324,469
25441,8069,3,142,414
25442,6391,3,913,102
25443,6873,1,649,221
25444,9604,4,214,
25445,6389,3,314,258
25446,2944,2,343,95
25447,416,4,657,199
25448,3866,3,82,284
25449,521,4,883,229
25450,7730,3,789,12
25451,2416,1,378,236
25452,1447,2,155,67
25453,3539,1,404,488
25454,7898,3,45,456
25455,5702,2,539,500
25456,3811,3,880,239
25457,1996,3,384,195
25458,3333,4,947,116
25459,7027,4,158,304
25460,1340,3,775,380
25461,7296,1,725,
25462,8432,2,733,434
25463,3890,4,384,433
25464,3374,2,111,311
25465,8236,4,855,436
25466,9406,2,867,54
25467,9608,2,142,441
25468,1174,3,540,378
25469,2242,3,450,430
25470,1907,4,986,396
25471,7512,2,675,175
25472,4043,2,633,301
25473,2008,4,636,201
25474,5566,3,221,97
25475,5064,4,692,253
25476,9641,3,572,113
25477,334,2,249,333
25478,3569,2,535,96
25479,5713,3,564,76
25480,2731,3,-35,166
25481,7624,2,125,169
25482,4261,2,484,200
25483,3666,4,244,160
25484,7616,3,510,306
25485,7082,2,208,447
25486,6381,2,878,467
25487,6647,2,498,
25488,1358,1,349,379
25489,645,2,239,377
25490,4708,2,348,429
25491,8115,2,778,86
25492,6156,3,946,301
25493,3273,2,296,165
25494,6644,2,174,441
25495,3486,2,826,411
25496,7155,2,791,455
25497,3051,1,627,222
25498,915,3,593,240
25499,7301,3,0,222
25500,8143,4,392,458
25501,5741,1,629,418
25502,167,2,652,153
25503,3696,2,522,373
25504,7036,4,173,25
25505,3725,4,854,493
25506,4356,3,930,82
25507,7977,2,857,267
25508,9075,4,215,48
25509,3946,3,634,116
25510,7221,4,471,126
25511,6381,2,608,299
25512,7423,4,672,460
25513,7414,3,196,
25514,9553,2,984,418
25515,7505,2,551,272
25516,7200,2,465,122
25517,1576,2,479,135
25518,1100,3,806,93
25519,8311,2,156,18
25520,4004,3,946,352
25521,3599,2,739,
25522,8992,2,672,463
25523,4631,1,679,316
25524,2624,3,846,405
25525,8769,4,705,195
25526,3478,1,1,473
25527,5080,2,318,298
25528,9499,3,197,445
25529,4151,4,917,
25530,4480,3,-69,494
25531,1927,1,310,309
25532,5895,2,993,276
25533,4364,4,495,315
25534,5668,3,434,487
25535,6052,1,-92,230
25536,8398,1,164,481
25537,3340,3,981,425
25538,9863,4,925,433
25539,8868,3,702,264
25540,6900,2,853,84
25541,6715,3,232,
25542,9089,2,-29,208
25543,1593,3,636,78
25544,6830,1,843,448
25545,7612,1,251,
25546,4988,4,-98,488
25547,8007,4,208,359
25548,3026,2,600,255
25549,7756,3,551,
25550,896,1,463,497
25551,4944,4,102,373
25552,7509,3,968,183
25553,5829,2,830,451
25554,7066,1,873,271
25555,6757,3,684,377
25556,8137,3,949,227
25557,4998,1,7,368
25558,5160,1,897,300
25559,4607,3,471,296
25560,377,2,392,417
25561,855,1,872,178
25562,4315,2,896,448
25563,30,2,59,250
25564,5366,1,619,47
25565,4611,1,539,352
25566,8582,4,-100,42
25567,285,4,347,304
25568,7018,1,772,347
25569,3395,2,502,450
25570,9903,2,197,486
25571,8263,2,22,65
25572,3685,1,-90,456
25573,9530,3,230,265
25574,9833,4,-1,92
25575,440,2,295,31
25576,6562,4,148,480
25577,5434,2,453,159
25578,7235,4,852,284
25579,8380,3,398,366
25580,9143,1,623,180
25581,3856,2,165,410
25582,1602,4,416,470
25583,6289,3,139,446
25584,2495,1,723,480
25585,3772,4,484,292
25586,4347,4,161,404
25587,7654,3,547,334
25588,5543,4,953,49
25589,9625,1,184,
25590,1686,4,839,497
25591,2773,2,946,99
25592,9734,2,253,103
25593,4339,4,214,338
25594,2814,3,245,315
25595,3630,2,981,397
25596,751,1,8,104
25597,8978,4,99,464
25598,4017,2,508,17
25599,9447,2,994,
25600,5325,1,206,468
25601,2130,2,589,380
25602,5319,1,843,298
25603,8218,2,334,132
25604,874,2,406,493
25605,7536,4,241,417
25606,6741,1,463,109
25607,6121,4,166,23
25608,9081,3,701,495
25609,9704,2,731,496
25610,4527,3,731,349
25611,4063,4,271,177
25612,7567,3,509,384
25613,6771,4,112,31
25614,1285,4,901,337
25615,7423,2,266,191
25616,4343,2,94,204
25617,8132,3,365,326
25618,8590,2,101,311
25619,7126,1,19,373
25620,5977,3,435,195
25621,9345,2,918,197
25622,8502,2,10,309
25623,2787,3,209,34
25624,620,3,30,207
25625,6436,4,690,317
25626,8509,1,448,277
25627,6390,4,754,132
25628,1626,4,-11,258
25629,3123,1,891,350
25630,8321,3,846,213
25631,8103,1,348,188
25632,5913,4,840,144
25633,2297,1,16,81
25634,452,3,899,
25635,1858,3,926,485
25636,9136,1,537,345
25637,927,1,213,227
25638,2236,1,129,355
25639,3237,4,16,
25640,2417,4,971,441
25641,4564,3,0,348
25642,5437,2,316,292
25643,8603,2,986,442
25644,3659,4,506,29
25645,4288,3,923,443
25646,694,4,309,371
25647,5205,4,919,358
25648,7605,2,55,289
25649,9644,4,376,441
25650,7189,1,375,260
25651,610,3,784,240
25652,5334,2,915,480
25653,9717,1,271,474
25654,3848,1,47,143
25655,1821,1,656,308
25656,7682,2,-96,351
25657,5893,2,80,127
25658,4822,2,869,370
25659,2654,4,908,413
25660,3390,3,540,
25661,2762,2,218,166
25662,8897,4,795,276
25663,6459,3,928,204
25664,3602,4,370,368
25665,2157,2,863,
25666,6850,2,389,386
25667,7718,2,658,408
25668,7178,1,161,249
25669,3420,1,837,395
25670,4707,1,326,480
25671,5006,2,963,283
25672,5314,2,399,398
25673,3937,4,32,476
25674,7626,1,497,122
25675,5492,3,285,355
25676,3529,2,974,411
25677,572,2,568,231
25678,3850,2,406,490
25679,923,2,698,21
25680,4147,4,877,242
25681,1404,1,949,373
25682,9403,2,727,132
25683,1139,4,649,97
25684,5405,1,794,
25685,6560,3,109,94
25686,7938,4,973,256
25687,4880,4,910,243
25688,4870,4,570,263
25689,3888,2,869,220
25690,9827,3,258,77
25691,3108,1,296,
25692,9706,1,131,325
25693,1906,4,595,283
25694,545,1,118,106
25695,7370,2,486,182
25696,5185,3,525,230
25697,3381,4,633,487
25698,6352,3,650,268
25699,1052,2,693,39
25700,8592,1,445,72
25701,6829,1,861,78
25702,8463,1,204,427
25703,3813,4,193,336
25704,4454,1,612,59
25705,1883,1,471,389
25706,5772,2,117,194
25707,5725,4,862,390
25708,4104,1,22,139
25709,999,1,165,398
25710,7663,3,965,376
