chat_id,session_id,player_id,game_id,message,sent_at
9141,13622,1558,3,clutch,10/22/2025 01:32:14 AM
9142,42131,5013,1,bruh,1757565125
9143,99371,1806,1,omw,2025-10-22 09:18:30
9144,81480,244,5,clutch,2025-08-14T18:14:57Z
9145,18467,1262,4,clutch,1752641497
9146,57633,7515,1,where are you,2025-10-23T23:47:01Z
9147,24794,9572,1,good round,12/01/2025 12:03:31 PM
9148,95112,5520,3,good round,2026/02/21 03:32
9149,30456,1618,4,clutch,2026-03-01 22:51:07
9150,73604,9377,5,where are you,12/26/2025 09:37:23 PM
9151,81487,3241,4,gg,09/22/2025 08:05:38 AM
9152,48169,5650,1,clutch,2025/05/25 11:04
9153,73004,4098,4,lag spike,2026/03/25 03:43
9154,97784,1591,5,need backup,2025-12-06T21:05:02Z
9155,78302,4147,1,omw,2025-05-09 08:13:44
9156,91801,4471,1,gg,2026-05-04T08:13:42Z
9157,65622,5278,4,omw,1747540507
9158,43175,4394,2,omw,1760760522
9159,76492,386,2,lag spike,2026/01/16 16:22
9160,51740,3602,5,that was close,1774256841
9161,98774,7219,3,omw,1762368892
9162,39210,4903,3,good round,08/19/2025 09:09:44 PM
9163,9490,3927,4,bruh,2026-02-25 00:20:01
9164,43381,5964,2,that was close,2026-02-24 16:00:15
9165,71741,6639,2,nice play,06/13/2025 10:51:08 PM
9166,56810,7193,5,need backup,2025/07/04 14:22
9167,95582,9802,2,lag spike,2025-11-29 01:47:13
9168,91571,6979,5,clutch,1769891607
9169,88121,6229,3,clutch,2025-08-12 11:13:46
9170,18109,9541,5,that was close,2025-07-09 17:03:28
9171,27852,8736,3,where are you,2026/03/18 17:52
9172,97976,3274,3,good round,2025/10/31 07:07
9173,1640,8956,1,where are you,1774516718
9174,63759,4770,5,where are you,03/21/2026 01:01:06 AM
9175,32290,7194,2,that was close,1754048504
9176,84505,4772,3,lag spike,2026-03-09 02:41:29
9177,91901,8536,1,omw,03/15/2026 11:03:10 PM
9178,43428,9230,5,need backup,1760160929
9179,55621,6651,4,omw,2026/04/19 04:42
9180,82663,840,3,where are you,2026/04/14 05:22
9181,78622,5312,2,omw,1760430882
9182,37194,5960,1,gg,2026/02/26 10:50
9183,64285,9782,5,lag spike,04/21/2026 05:27:41 AM
9184,141,7086,3,nice play,2025/05/20 10:43
9185,4431,3883,2,need backup,
9186,24114,3035,2,clutch,2025-10-04 00:28:59
9187,96577,2460,5,clutch,2025-11-21T03:07:42Z
9188,68706,7166,2,lag spike,2025/06/06 01:01
9189,67285,4283,5,lag spike,1777872290
9190,54909,3705,1,lag spike,2025-09-23T03:37:11Z
9191,49606,8896,5,need backup,1755716805
9192,20532,7392,1,bruh,2025-07-12T15:15:13Z
9193,60281,3454,2,where are you,11/05/2025 12:52:49 AM
9194,72376,742,2,good round,1773901808
9195,28002,514,4,lag spike,2026-03-24 01:04:31
9196,45047,768,1,lag spike,1770682544
9197,99208,7691,2,need backup,05/30/2025 09:12:53 AM
9198,6794,7791,2,gg,2025-09-14 13:22:39
9199,99676,8304,1,where are you,1772173434
9200,55088,8362,4,omw,2025-10-21T08:05:50Z
9201,17988,373,4,nice play,04/10/2026 01:43:49 PM
9202,80349,9302,5,bruh,2025-09-30T01:38:34Z
9203,76450,7280,1,need backup,1756953767
9204,64178,8688,2,omw,2026-02-15 17:47:00
9205,90865,8111,1,that was close,1768751818
9206,21235,5200,3,clutch,04/27/2026 03:09:25 PM
9207,18667,2794,5,omw,2025-05-19 01:37:28
9208,654,3590,1,that was close,12/04/2025 04:55:03 AM
9209,32648,3846,1,omw,2026-02-01 05:27:46
9210,72521,1016,4,lag spike,2025-09-26 05:28:46
9211,37541,7106,5,omw,2026/01/13 02:03
9212,33128,1339,4,need backup,2025-11-14T09:04:01Z
9213,18454,3457,5,good round,2026-01-20 07:45:39
9214,41890,5936,3,need backup,08/12/2025 01:07:46 PM
9215,99595,7114,4,bruh,2025-09-28T19:24:19Z
9216,74095,316,3,gg,06/01/2025 12:47:51 PM
9217,32176,3543,5,gg,2026/02/20 19:47
9218,40605,367,5,omw,2025/05/12 17:51
9219,70405,6325,4,clutch,05/09/2025 10:58:13 AM
9220,46722,3754,4,good round,05/17/2025 03:52:05 AM
9221,48232,7102,3,clutch,2025-08-02 22:41:54
9222,99560,6814,1,need backup,09/14/2025 12:09:19 PM
9223,93486,5466,3,nice play,2026-03-18 09:36:56
9224,90308,5077,5,lag spike,1747096332
9225,44236,4349,1,clutch,1764384412
9226,2499,1077,3,clutch,06/10/2025 05:37:30 AM
9227,56918,4064,5,need backup,2025/09/24 14:24
9228,83085,9852,2,good round,2026/04/12 13:56
9229,71245,8252,5,clutch,2025/05/08 12:37
9230,40093,9428,4,omw,2026-04-20 15:08:12
9231,10236,3402,4,nice play,2025/06/18 10:33
9232,25808,2616,4,need backup,2026-03-27T15:34:29Z
9233,21204,8905,1,where are you,2026/02/16 22:58
9234,95477,8785,2,nice play,2025-12-09T12:11:31Z
9235,11861,9272,3,omw,01/05/2026 02:46:07 AM
9236,12871,6250,5,that was close,03/15/2026 04:08:54 PM
9237,31901,434,3,,2025-07-13 05:30:18
9238,74042,9273,1,where are you,2025-05-27 06:31:30
9239,41305,4813,3,lag spike,2025/10/24 15:20
9240,61890,8855,5,good round,1750383691
9241,85599,8589,1,lag spike,1776619820
9242,47596,9303,4,need backup,2025-09-04T21:06:08Z
9243,16051,9036,2,gg,1773939935
9244,61989,8416,3,bruh,06/30/2025 07:33:52 AM
9245,50259,3169,4,that was close,02/27/2026 08:28:34 PM
9246,34413,7788,4,lag spike,2026-04-05T11:19:27Z
9247,86893,4897,4,clutch,1770447187
9248,30539,3434,4,bruh,2025-12-17T18:50:44Z
9249,42043,4429,3,gg,08/13/2025 06:09:48 AM
9250,97244,7053,3,nice play,1771600080
9251,65683,187,2,good round,2025-07-08T15:54:55Z
9252,27881,5214,2,good round,2026/02/26 10:11
9253,15815,3549,5,omw,10/28/2025 06:21:31 AM
9254,5402,6601,3,gg,2025-12-11T05:38:49Z
9255,41626,7913,3,that was close,2026-04-29T09:55:00Z
9256,90282,8968,2,clutch,2026/01/02 14:19
9257,28599,8966,5,nice play,10/16/2025 10:08:06 PM
9258,29625,3682,3,omw,2025-05-18 22:20:41
9259,49776,7561,3,gg,11/23/2025 07:23:54 AM
9260,17677,7811,3,good round,11/10/2025 08:09:31 PM
9261,66247,6769,3,nice play,12/13/2025 04:12:14 AM
9262,79215,9368,5,need backup,2025/07/31 21:05
9263,37709,8449,3,clutch,04/05/2026 08:31:42 PM
9264,12834,1671,5,nice play,2026/04/11 15:12
9265,65673,7678,5,that was close,2026/03/29 03:49
9266,83780,8730,2,where are you,2026/03/09 06:51
9267,5147,1766,1,need backup,1775114122
9268,42371,5168,1,gg,2026/01/28 09:10
9269,2235,3998,1,,03/11/2026 03:52:04 AM
9270,97407,3117,3,lag spike,2025/08/13 23:33
9271,91677,5480,5,nice play,2025-11-22 18:02:38
9272,16844,8934,4,lag spike,
9273,44360,5122,2,need backup,1765664163
9274,95267,7740,2,omw,2026-05-06 04:53:46
9275,53018,3840,5,where are you,2025-12-12T00:16:50Z
9276,48641,7793,2,bruh,1773192011
9277,49439,629,2,gg,1766017141
9278,32486,3026,5,that was close,2025/09/19 04:22
9279,54926,5455,2,need backup,2025-10-04T13:40:47Z
9280,93227,26,4,where are you,2026-03-03 00:58:43
9281,79179,9689,2,clutch,2025-06-18T13:59:44Z
9282,75637,3105,3,lag spike,02/26/2026 01:12:22 PM
9283,20197,8882,3,nice play,2025-09-02 17:13:45
9284,42181,4351,5,good round,2026-01-19 21:24:41
9285,36408,2184,1,that was close,1766556997
9286,59537,6650,1,lag spike,11/26/2025 11:27:57 AM
9287,37880,7367,2,bruh,2025/09/24 19:39
9288,95624,853,1,good round,11/21/2025 03:10:43 AM
9289,52778,2496,5,clutch,1770041887
9290,8052,9855,2,nice play,2025-11-16T12:34:44Z
9291,91691,9062,5,clutch,2025/11/30 11:20
9292,41742,4897,2,bruh,
9293,1221,9309,3,good round,2025/08/16 07:20
9294,92048,6535,3,,2025/11/20 13:19
9295,56274,6494,1,omw,1756726810
9296,95714,6965,1,omw,2025/10/02 15:26
9297,79740,3377,5,,1751220469
9298,45793,9521,1,good round,2025/07/05 06:39
9299,5015,695,1,need backup,01/08/2026 12:43:16 AM
9300,68838,5284,3,gg,07/29/2025 07:33:35 AM
9301,9784,6499,1,nice play,2026-03-14 08:56:25
9302,8020,5113,1,clutch,2025/08/23 11:26
9303,33403,3073,2,where are you,2025/11/08 19:11
9304,6034,3678,3,bruh,09/16/2025 02:15:55 PM
9305,39375,4123,3,bruh,2026-04-18 14:35:38
9306,1293,1264,5,omw,1764392760
9307,66791,7163,1,gg,2025-06-29 21:21:34
9308,60711,1867,3,that was close,1768854859
9309,39998,3157,5,clutch,04/06/2026 06:57:03 AM
9310,1779,1941,3,good round,1755743806
9311,61171,1022,5,lag spike,2025-08-20T21:05:43Z
9312,51116,6182,1,omw,01/14/2026 12:31:21 PM
9313,6829,7056,4,lag spike,11/13/2025 02:15:26 PM
9314,14146,7577,3,gg,1758612769
9315,373,44,5,clutch,04/25/2026 09:17:17 AM
9316,24250,5381,5,lag spike,1752723075
9317,88457,8593,4,nice play,2025/08/22 23:24
9318,34094,2512,2,that was close,
9319,17963,2255,3,lag spike,2025/08/21 02:10
9320,77065,1591,1,clutch,2026-02-27T22:30:00Z
9321,91985,9131,5,omw,01/05/2026 02:27:36 PM
9322,87890,5425,5,good round,2025-06-24T15:16:56Z
9323,31703,5845,1,nice play,2026-01-06 02:13:56
9324,72828,8677,3,that was close,
9325,53725,2386,5,gg,
9326,96612,4390,1,where are you,1758717399
9327,7485,899,2,clutch,
9328,87714,3251,1,lag spike,2025-12-11T19:39:07Z
9329,78491,6738,4,gg,2025-07-04T16:16:21Z
9330,92400,6037,1,omw,
9331,78274,969,2,where are you,2025-12-31T00:54:45Z
9332,34302,5826,5,where are you,2025/08/30 13:42
9333,2305,6352,1,lag spike,07/28/2025 06:09:51 PM
9334,23517,984,2,clutch,2025-08-17 05:03:51
9335,3631,1345,3,where are you,2025-06-17 07:55:15
9336,37575,9696,2,need backup,1772652842
9337,18946,4096,1,gg,08/30/2025 03:38:10 AM
9338,99732,330,2,good round,2025/06/11 11:29
9339,37169,3851,4,where are you,2025-07-19 00:58:19
9340,81424,1135,2,where are you,12/22/2025 09:59:37 PM
9341,92586,1928,3,need backup,2025-10-01T04:20:50Z
9342,18067,993,5,bruh,05/08/2025 11:06:46 AM
9343,86409,9945,3,lag spike,2025/10/20 09:43
9344,33528,6969,2,good round,2025/12/01 15:56
9345,71777,2839,3,nice play,2025-08-04T01:18:27Z
9346,41930,3783,1,clutch,2025-11-29T08:58:06Z
9347,18633,8176,4,bruh,10/20/2025 08:50:03 PM
9348,20515,6153,2,,07/03/2025 07:04:53 PM
9349,76719,9795,2,good round,2025-08-17T22:22:35Z
9350,88301,7256,2,need backup,
9351,69970,3361,4,good round,2025/11/03 02:52
9352,46812,9699,2,omw,03/19/2026 04:38:36 AM
9353,89055,4202,4,bruh,08/03/2025 11:36:36 AM
9354,35803,9983,2,clutch,2026-02-25 21:08:43
9355,73071,9614,5,where are you,2026-03-31 02:31:25
9356,87299,3002,5,where are you,2025/07/10 10:36
9357,55717,777,4,omw,2025-12-17 23:09:41
9358,98215,2140,4,nice play,1769901120
9359,25861,5448,1,nice play,2026/03/13 21:42
9360,99282,7224,4,bruh,2026-02-25 18:03:23
9361,37631,9730,3,omw,2026-03-02T06:31:20Z
9362,49911,5534,5,omw,06/13/2025 11:57:29 PM
9363,872,6440,1,omw,2025-12-08T07:08:51Z
9364,82751,7131,2,bruh,2026/04/21 11:53
9365,76650,2176,1,clutch,04/20/2026 09:12:36 PM
9366,90403,4644,1,omw,03/05/2026 02:51:51 PM
9367,20646,136,2,lag spike,2025/10/21 12:02
9368,69026,5653,4,gg,2026-01-30 18:23:52
9369,65202,1456,1,where are you,2026/04/06 02:05
9370,65056,6147,5,lag spike,2025-05-10T02:43:17Z
9371,19500,14,4,need backup,2025-12-07T09:27:30Z
9372,98676,6584,4,bruh,2025-08-24T11:15:45Z
9373,58678,1069,1,where are you,1753910696
9374,79827,2289,3,clutch,07/02/2025 08:47:37 PM
9375,48733,7868,2,gg,1765192230
9376,6873,9868,4,gg,2025/06/11 03:49
9377,22712,4915,4,good round,2025-10-14 14:19:24
9378,48640,9188,1,clutch,2026-05-06T04:15:30Z
9379,33003,4883,4,clutch,2025/11/27 16:03
9380,65217,8595,1,that was close,2025-08-29T05:22:23Z
9381,78377,4972,4,gg,2025/06/04 03:17
9382,44053,7663,2,gg,2025/09/04 10:43
9383,42453,2860,1,need backup,2025-08-02 06:32:22
9384,85263,9028,2,need backup,2025-07-05T16:06:29Z
9385,24200,9084,2,that was close,2025/12/12 21:46
9386,87659,3331,4,omw,1764317329
9387,97212,4579,4,nice play,02/03/2026 07:48:10 AM
9388,50618,2315,1,good round,10/31/2025 03:55:41 AM
9389,17332,970,5,that was close,2025-08-27 15:34:59
9390,78736,2357,3,lag spike,2025-09-20T00:40:42Z
9391,89912,418,4,gg,2025/07/04 04:47
9392,97763,1163,5,good round,2025-05-10T14:11:16Z
9393,5420,277,2,clutch,2026/03/17 05:44
9394,60839,8356,2,nice play,1767308830
9395,34646,7578,1,gg,09/19/2025 04:45:48 PM
9396,34118,451,4,gg,2025-08-11 13:39:50
9397,61642,2900,5,nice play,03/10/2026 02:16:17 AM
9398,36434,892,4,where are you,1753991902
9399,1865,2008,2,lag spike,2025/06/20 06:54
9400,43565,8028,2,that was close,1775594066
9401,30888,3783,2,good round,2026-01-10 07:50:44
9402,93189,1454,5,where are you,09/23/2025 12:48:12 PM
9403,39430,1051,4,good round,1750238312
9404,16623,6144,2,that was close,10/17/2025 03:33:09 AM
9405,3509,5168,3,where are you,03/05/2026 08:22:18 AM
9406,13560,5058,2,gg,2025-11-18 00:16:22
9407,38583,8623,2,nice play,2025-11-20T10:47:13Z
9408,36934,3466,1,omw,2025-12-05 11:05:29
9409,96105,9969,1,nice play,01/18/2026 12:41:14 AM
9410,26036,4631,3,good round,2026-02-18 23:02:34
9411,34029,6501,2,that was close,2026-03-21 06:22:41
9412,89234,9550,1,gg,1763695971
9413,95837,2937,4,,2025-12-10 20:37:00
9414,80752,376,4,clutch,2025-06-08 01:45:38
9415,85995,9578,1,omw,2026/03/05 11:56
9416,28706,1551,4,gg,02/04/2026 01:08:08 AM
9417,91370,5320,4,where are you,2025/06/15 02:37
9418,28195,6353,3,that was close,08/13/2025 08:29:09 PM
9419,99190,272,3,where are you,09/06/2025 05:05:57 AM
9420,59050,9053,4,bruh,05/13/2025 09:51:45 AM
9421,70231,2284,1,nice play,1750385317
9422,69166,9156,5,gg,2025-08-30 07:43:32
9423,6338,5649,5,omw,2025-07-27 22:04:19
9424,98649,2798,5,good round,04/04/2026 09:13:42 AM
9425,74406,3931,4,nice play,2026-01-20 23:03:42
9426,1740,950,1,where are you,2026-02-22 14:06:38
9427,14608,3079,3,lag spike,1773494196
9428,22319,6369,3,need backup,1757211058
9429,20943,607,5,gg,2026-01-10T22:39:40Z
9430,59418,2812,4,nice play,2025/07/15 02:50
9431,83083,362,3,lag spike,1760889409
9432,70480,2211,2,where are you,1774043912
9433,79791,6490,5,need backup,2025-06-21 05:33:59
9434,77216,754,2,good round,2025-08-12 18:30:25
9435,38394,7081,1,clutch,2025-10-30T17:58:17Z
9436,87566,9328,4,omw,2025-10-18 07:12:45
9437,24513,4498,3,nice play,02/24/2026 06:37:49 PM
9438,69273,7938,2,nice play,04/11/2026 09:32:47 AM
9439,14221,2628,1,need backup,05/11/2025 07:42:44 PM
9440,11831,5306,2,good round,2025-05-22T18:39:43Z
9441,3758,5841,3,nice play,1761557237
9442,18307,7113,5,clutch,2025-10-08 00:26:05
9443,13605,4508,5,that was close,2025-10-28T23:53:14Z
9444,49857,6761,1,lag spike,2026/04/01 10:13
9445,42236,9492,5,lag spike,12/01/2025 05:13:25 AM
9446,22246,3244,3,need backup,
9447,5347,1364,3,omw,2026-01-04T01:57:11Z
9448,44158,7647,3,gg,2025-08-19T18:00:48Z
9449,82747,6360,1,that was close,2025-05-28 00:32:30
9450,42970,6971,3,nice play,12/14/2025 05:55:08 AM
9451,47281,5772,2,that was close,05/26/2025 05:58:59 PM
9452,46056,9362,3,gg,1764126429
9453,12661,4822,5,need backup,11/07/2025 10:01:12 PM
9454,28583,9555,3,lag spike,1769624372
9455,2369,4635,4,lag spike,2025-06-19 07:38:35
9456,41049,8530,4,omw,05/08/2025 06:06:10 PM
9457,80009,5822,4,good round,2025-05-15T07:02:30Z
9458,61025,1111,2,lag spike,2025/07/29 02:56
9459,98452,8733,3,lag spike,04/11/2026 08:53:00 AM
9460,57910,9845,4,gg,2026/04/06 10:00
9461,39626,998,1,omw,2025/10/30 17:32
9462,41203,322,2,need backup,2026-04-09 09:16:55
9463,55272,5636,1,nice play,2025-05-15 22:06:52
9464,83706,4178,2,omw,05/17/2025 12:59:36 AM
9465,49782,9907,1,bruh,2026-02-24 00:35:46
9466,68182,6315,3,that was close,2025-11-17T09:21:10Z
9467,6316,9536,5,gg,1746776820
9468,57026,617,5,gg,2026/04/12 01:06
9469,59324,5178,4,gg,10/23/2025 04:08:21 PM
9470,63252,4112,5,that was close,04/11/2026 03:54:25 AM
9471,88464,7190,4,where are you,2025-07-02 08:35:48
9472,40144,6948,3,good round,2026-03-14 09:15:29
9473,20220,2759,1,nice play,08/20/2025 06:03:31 AM
9474,63461,3306,1,clutch,2025-08-27T08:15:38Z
9475,38151,8692,4,good round,
9476,32625,581,2,that was close,08/13/2025 10:18:36 AM
9477,59881,6030,5,lag spike,2025-10-18 18:38:50
9478,10452,823,2,omw,1749440484
9479,97871,187,1,,2025-11-26T13:30:21Z
9480,31882,4084,1,nice play,2025-07-11T05:38:52Z
9481,74003,571,1,where are you,1771793098
9482,7575,351,5,need backup,1759601318
9483,57514,1580,5,lag spike,1756830767
9484,18258,3358,1,need backup,2026-01-07T21:51:36Z
9485,4394,147,5,need backup,01/06/2026 06:28:43 AM
9486,31048,8788,2,where are you,1756847895
9487,21135,840,4,nice play,2025-11-23T03:10:02Z
9488,85412,6943,3,clutch,2025-12-05 00:28:41
9489,59150,2007,1,need backup,2025/06/13 02:24
9490,987,8519,3,clutch,1774819531
9491,41404,2428,5,lag spike,2025-08-27T08:44:36Z
9492,68514,8771,1,where are you,2026/01/11 16:38
9493,17892,3594,2,omw,1756343637
9494,85524,4788,2,lag spike,1752830641
9495,86014,8092,3,omw,1760223062
9496,11296,7058,5,nice play,1763505401
9497,61180,2288,1,gg,1754971306
9498,42077,4943,3,good round,2025-10-12 22:48:14
9499,95300,2117,4,that was close,1750870208
9500,43532,741,5,good round,2026/01/21 04:06
9501,46142,2992,3,lag spike,09/07/2025 07:02:34 AM
9502,11466,2541,2,gg,1771888527
9503,13850,307,1,where are you,1751651610
9504,85472,8915,4,that was close,2025/10/03 15:36
9505,2508,1045,3,where are you,1770616893
9506,42896,3494,2,lag spike,1758333151
9507,46138,2281,1,,05/11/2025 10:51:48 AM
9508,76192,9114,1,good round,2025/11/14 18:14
9509,96467,7804,1,clutch,2025/05/17 11:10
9510,69718,1696,2,nice play,2026-03-06T21:16:02Z
9511,4857,7843,3,need backup,2025-10-15T00:30:08Z
9512,56532,3634,2,clutch,06/01/2025 02:01:00 PM
9513,53598,8295,5,bruh,1758821624
9514,47515,1938,5,gg,2026-05-02 08:06:56
9515,8141,8121,4,nice play,2025-09-22T14:21:57Z
9516,51458,3098,4,nice play,09/23/2025 09:11:11 AM
9517,35777,7224,5,nice play,09/11/2025 08:38:02 PM
9518,668,2321,5,good round,2026/02/03 03:55
9519,88578,2050,5,good round,2025-11-10 00:41:02
9520,15261,7561,5,good round,12/13/2025 10:51:21 AM
9521,24786,6362,4,omw,2025-09-18T11:21:35Z
9522,14110,9861,1,where are you,2025-07-21 20:37:41
9523,19170,2907,5,bruh,1772818791
9524,65944,5882,5,where are you,2026/02/08 06:31
9525,80995,7545,3,nice play,2025/08/21 04:10
9526,60283,962,3,nice play,2026-04-17T00:11:40Z
9527,63771,3318,3,that was close,1770259220
9528,36821,8864,1,clutch,1753503234
9529,38411,5038,3,gg,10/21/2025 02:37:15 AM
9530,41072,5739,3,omw,1749653693
9531,26436,9738,5,gg,1761780869
9532,32276,2710,4,nice play,2025-12-26 17:36:39
9533,14955,6289,4,that was close,2026-01-24T19:02:52Z
9534,52959,91,3,that was close,05/04/2026 02:39:01 PM
9535,6444,2121,4,nice play,1746551059
9536,35870,8145,5,gg,2025-12-27 15:51:05
9537,61778,1141,2,lag spike,03/13/2026 12:55:19 PM
9538,69731,2581,4,nice play,04/27/2026 04:28:13 AM
9539,80301,9443,1,good round,2026-04-24T19:01:00Z
9540,22446,2533,3,clutch,2025-08-31 00:52:51
9541,47311,2670,1,,1761777046
9542,13892,1013,1,where are you,02/24/2026 08:22:12 AM
9543,42783,9878,2,bruh,1764308278
9544,10457,617,5,omw,2026-05-05 18:34:05
9545,45352,3766,4,where are you,2026-04-26 17:41:30
9546,32420,2293,5,bruh,2026-04-20 18:07:57
9547,56566,2472,4,omw,2025-05-31T20:41:14Z
9548,83674,10,1,that was close,1758710124
9549,99699,6207,4,that was close,2025-10-28T21:07:48Z
9550,38228,4712,3,good round,09/30/2025 04:18:06 AM
9551,30291,9807,5,bruh,2025-11-27 04:42:55
9552,40886,5314,5,clutch,12/16/2025 06:33:14 PM
9553,80914,9059,4,omw,2026-01-27T22:47:03Z
9554,71800,6949,4,gg,1763281268
9555,24935,1285,4,nice play,2026/02/25 15:01
9556,75665,2801,3,good round,2025-12-02 18:27:38
9557,29742,9548,5,clutch,2026/03/23 13:05
9558,67397,8204,3,good round,2025-07-21T18:39:02Z
9559,79301,6189,2,omw,2026-01-19 06:20:51
9560,79195,4264,4,clutch,03/24/2026 05:40:44 PM
9561,41923,4915,1,omw,2025/07/20 08:05
9562,36131,5226,5,clutch,2026/01/10 22:11
9563,18100,3164,2,lag spike,2026-03-26T03:28:01Z
9564,66897,81,2,need backup,2025-06-30 04:47:13
9565,1437,4285,4,lag spike,1770337010
9566,55365,6652,1,need backup,1775067337
9567,61109,8358,4,that was close,2025-09-24T22:24:57Z
9568,94269,1924,3,where are you,08/08/2025 08:24:08 PM
9569,51684,6244,3,nice play,10/05/2025 11:57:43 AM
9570,27056,5316,3,gg,1764397097
9571,5678,2334,3,clutch,1777264999
9572,66550,871,3,clutch,2026-04-05 18:36:06
9573,1769,5804,1,gg,2025/10/20 06:44
9574,97519,2667,2,omw,2026-04-12 17:48:13
9575,96700,7378,1,bruh,2026/03/08 23:10
9576,84331,8767,3,clutch,2026-03-20 19:08:40
9577,4188,4433,4,lag spike,2026-01-09T21:41:50Z
9578,92814,8323,1,,2025/06/27 08:09
9579,82313,3593,3,good round,2025/12/14 17:56
9580,46174,9826,5,clutch,2026-01-10T17:02:08Z
9581,33916,512,3,,2026/01/10 07:42
9582,24036,154,3,need backup,1763660557
9583,20778,1459,1,that was close,2025-12-29 10:00:51
9584,18949,4478,5,need backup,2025/10/25 09:06
9585,81175,4085,3,lag spike,2026-01-21 16:12:39
9586,46472,6836,3,where are you,1758811612
9587,45229,1528,4,,06/29/2025 04:20:46 PM
9588,85707,9979,1,bruh,2025-05-28 00:06:44
9589,27619,219,4,where are you,04/02/2026 03:04:04 PM
9590,91678,4310,3,bruh,2025-12-06T07:44:09Z
9591,21865,936,4,that was close,05/23/2025 04:51:05 PM
9592,23956,4618,4,lag spike,2026-01-21 07:50:12
9593,77604,5540,4,bruh,
9594,99453,9460,1,where are you,1750646516
9595,89477,3210,4,gg,1755108282
9596,34837,4958,5,omw,07/19/2025 11:59:20 PM
9597,39316,3620,1,need backup,07/09/2025 04:43:05 AM
9598,68133,317,5,omw,1768997387
9599,91161,687,3,that was close,
9600,94009,7264,1,clutch,06/25/2025 06:57:55 PM
9601,75260,8555,2,lag spike,1748266155
9602,57633,7186,2,that was close,10/21/2025 09:45:30 AM
9603,99356,5341,3,lag spike,07/04/2025 09:41:29 PM
9604,48940,3814,2,need backup,2025/06/28 10:30
9605,71791,5808,2,where are you,1763809712
9606,10114,6624,3,lag spike,1769206930
9607,6179,4740,3,nice play,03/14/2026 09:42:43 PM
9608,42389,7495,2,good round,1762581118
9609,47291,3446,3,need backup,06/11/2025 08:11:47 PM
9610,42522,5023,1,need backup,1753485058
9611,19457,1034,1,clutch,2025-09-03T10:50:57Z
9612,18155,3265,3,where are you,1776508068
9613,13466,975,2,gg,2026-04-08T09:07:46Z
9614,93401,7965,2,clutch,1764135830
9615,33441,3415,1,need backup,
9616,57495,7817,4,where are you,2025-11-25T05:02:03Z
9617,74695,528,5,lag spike,10/25/2025 04:30:08 AM
9618,49657,8477,4,good round,2025/11/18 06:23
9619,47469,2123,2,good round,1772585050
9620,82133,1114,2,need backup,2025-10-19T02:23:04Z
9621,34177,8935,3,clutch,2025/08/04 06:21
9622,18561,6436,3,bruh,
9623,18309,1211,5,that was close,2025-05-14T08:03:25Z
9624,60928,1432,5,that was close,1757157342
9625,19051,1303,5,need backup,1756131076
9626,69608,7310,3,need backup,1756255669
9627,54651,7147,3,lag spike,1749867298
9628,66288,3490,2,omw,2026-04-19T04:48:32Z
9629,75061,6438,4,gg,2026-03-13 22:14:16
9630,223,5799,3,clutch,2026/03/23 13:08
9631,2769,5305,3,good round,2025-10-15 15:23:37
9632,69803,4105,4,where are you,12/17/2025 12:35:20 AM
9633,28306,9686,2,gg,11/21/2025 12:57:48 PM
9634,29987,5532,5,bruh,08/06/2025 05:58:50 AM
9635,79046,4639,4,good round,2026-03-01 13:45:09
9636,18939,197,3,gg,1752387858
9637,67109,7692,2,bruh,2026-04-11T16:38:27Z
9638,1669,9329,2,good round,2025-09-29T03:49:38Z
9639,40689,8870,5,nice play,1752709741
9640,58102,1471,4,need backup,08/10/2025 01:59:48 AM
9641,13729,7164,4,good round,2025/06/06 02:34
9642,362,5318,4,need backup,2026-03-22 19:23:26
9643,9026,6202,1,where are you,2025-06-28T18:52:05Z
9644,20952,1920,2,gg,2025-12-09T18:10:28Z
9645,68396,5715,2,bruh,2025/11/03 18:12
9646,87123,4402,3,bruh,2026-03-21 17:34:49
9647,77330,3862,2,clutch,2025-07-22 22:04:44
9648,26134,2497,3,where are you,2025/07/20 18:24
9649,37186,9413,1,good round,2025-11-23 15:54:57
9650,44613,5306,5,nice play,2025/05/09 13:42
9651,6558,3213,1,need backup,2026/04/28 22:17
9652,24128,3808,2,nice play,2025-07-26 00:49:22
9653,94964,9971,3,that was close,2025/11/16 22:37
9654,7662,7631,3,bruh,1750403638
9655,9274,510,3,good round,04/24/2026 05:16:21 AM
9656,61610,5380,5,good round,2025/10/26 20:56
9657,3938,2446,4,clutch,1761403376
9658,30255,1276,2,that was close,2025/12/31 23:29
9659,2409,5429,1,need backup,04/16/2026 10:18:27 PM
9660,52485,1030,4,that was close,1767601460
9661,31387,8945,4,,2025/06/05 13:45
9662,22730,4765,4,good round,2025-05-18T11:33:18Z
9663,74014,9054,1,that was close,
9664,82384,7746,5,bruh,2026/01/15 13:30
9665,29189,4127,3,nice play,1773041196
9666,19180,4652,2,omw,2025-05-14 05:40:21
9667,52386,2879,4,good round,03/10/2026 04:22:08 PM
9668,2633,628,4,that was close,2025/07/29 12:40
9669,72470,3701,5,lag spike,2025-06-12T14:10:42Z
9670,32301,8949,4,lag spike,2025-09-19T10:12:21Z
9671,65629,7618,2,,2025-07-03 03:28:42
9672,97894,1209,4,lag spike,1763448597
9673,38197,1426,5,omw,2025-06-19 01:09:43
9674,27892,7466,4,nice play,2025/05/09 05:45
9675,93609,4164,3,that was close,
